college_code,college_name,branch_code,branch_name,OC,BC,BCM,MBC,SC,SCA,ST,Total
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,BY,BIO MEDICAL ENGINEERING (SS),2,0,0,1,1,0,0,4
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CE,CIVIL  ENGINEERING,2,1,0,1,1,0,0,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CM,COMPUTER SCIENCE AND ENGINEERING (SS),3,3,1,2,2,0,0,11
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CS,COMPUTER SCIENCE AND ENGINEERING,2,1,0,1,0,0,0,4
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,1,0,1,1,0,1,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,2,1,0,0,1,0,0,4
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EL,Electronics Engineering (VLSI Design and Technology) (SS),2,1,0,1,1,0,0,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),2,1,1,1,0,0,0,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,GI,GEO INFORMATICS,1,2,0,1,1,0,0,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IE,INDUSTRIAL ENGINEERING,2,1,0,1,1,0,0,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IM,INFORMATION TECHNOLOGY (SS),3,3,0,2,1,1,0,10
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MA,MATERIAL SCIENCE AND ENGINEERING (SS),1,1,0,0,1,0,0,3
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,ME,MECHANICAL ENGINEERING,2,3,0,2,1,1,0,9
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MI,MINING ENGINEERING,1,1,0,1,0,0,0,3
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MN,MANUFACTURING ENGINEERING,1,2,0,1,0,1,0,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,PT,PRINTING & PACKING TECHNOLOGY,1,1,1,1,1,0,0,5
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XC,CIVIL ENGINEERING (TAMIL MEDIUM),1,1,0,1,0,0,0,3
1,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),1,1,0,1,0,0,0,3
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,AP,APPAREL TECHNOLOGY (SS),1,1,0,1,0,0,0,3
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CH,CHEMICAL  ENGINEERING,2,1,0,1,1,0,0,5
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CL,CHEMICAL  ENGINEERING (SS),2,1,0,1,1,0,0,5
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CR,CERAMIC TECHNOLOGY (SS),2,1,0,1,1,0,0,5
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,FS,FOOD TECHNOLOGY (SS),1,1,0,1,0,0,0,3
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IB,INDUSTRIAL BIO TECHNOLOGY,0,1,0,1,0,1,0,3
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IS,INDUSTRIAL BIO TECHNOLOGY (SS),1,1,0,0,0,0,0,2
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,LE,LEATHER TECHNOLOGY,1,1,1,1,1,0,0,5
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PM,PHARMACEUTICAL TECHNOLOGY (SS),0,1,0,1,1,0,0,3
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PP,PETROLEUM ENGINEERING AND TECHNOLOGY (SS),1,1,0,1,1,0,0,4
2,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,TX,TEXTILE TECHNOLOGY,1,1,1,0,1,0,0,4
3,School of Architecture and Planning  Anna University Chennai 600025,BP,B.Plan,1,1,0,0,1,0,0,3
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AE,AERONAUTICAL ENGINEERING,1,1,0,1,1,0,0,4
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AT,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),0,1,1,1,1,0,0,4
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AU,AUTOMOBILE ENGINEERING,1,2,0,1,1,0,0,5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CM,COMPUTER SCIENCE AND ENGINEERING (SS),2,1,0,1,0,1,0,5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CS,COMPUTER SCIENCE AND ENGINEERING,1,2,0,0,1,0,0,4
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,2,0,0,1,0,1,0,4
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,1,2,0,1,0,0,1,5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),2,1,0,1,1,0,0,5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,IM,INFORMATION TECHNOLOGY (SS),4,3,0,2,2,0,0,11
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,PR,PRODUCTION ENGINEERING,2,1,0,1,1,0,0,5
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RA,ROBOTICS AND AUTOMATION (SS),1,1,0,1,0,0,0,3
4,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RP,RUBBER AND PLASTIC TECHNOLOGY,1,1,1,1,1,0,0,5
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),1,1,1,1,0,0,0,4
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",CE,CIVIL  ENGINEERING,1,1,0,1,1,0,0,4
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),1,1,0,1,1,0,0,4
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",CH,CHEMICAL  ENGINEERING,3,3,0,1,1,1,0,9
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",CS,COMPUTER SCIENCE AND ENGINEERING,2,3,0,1,1,0,1,8
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",CZ,CIVIL AND STRUCTUTURAL ENGINEERING,1,1,0,1,1,0,0,4
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,2,0,1,1,0,0,5
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,3,2,0,2,1,1,0,9
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,2,1,0,1,1,0,0,5
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",IT,INFORMATION TECHNOLOGY,3,2,1,2,1,0,0,9
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",ME,MECHANICAL ENGINEERING,3,2,1,2,1,0,0,9
5,"Annamalai University Faculty of Engineering and Technology Annamalai nagar Chidambaram, Cuddalore District - 608002",MM,MECHANICAL ENGINEERING (MANUFACTURING),1,1,0,1,1,0,0,4
1013,University College of Engineering  Villupuram  Kakuppam Villupuram District 605103,CS,COMPUTER SCIENCE AND ENGINEERING,1,0,0,1,1,0,0,3
1013,University College of Engineering  Villupuram  Kakuppam Villupuram District 605103,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,1,0,1,1,0,0,4
1013,University College of Engineering  Villupuram  Kakuppam Villupuram District 605103,IT,INFORMATION TECHNOLOGY,2,1,1,1,0,0,0,5
1013,University College of Engineering  Villupuram  Kakuppam Villupuram District 605103,ME,MECHANICAL ENGINEERING,2,1,0,1,1,0,0,5
1013,University College of Engineering  Villupuram  Kakuppam Villupuram District 605103,SC,Computer Science and Engineering (Cyber Security),0,1,0,0,1,0,0,2
1013,University College of Engineering  Villupuram  Kakuppam Villupuram District 605103,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),1,1,0,0,0,0,0,2
1014,University College of Engineering  Tindivanam  Melpakkam Tindivanam  Villupuram District 604001,CE,CIVIL  ENGINEERING,2,1,0,1,1,0,0,5
1014,University College of Engineering  Tindivanam  Melpakkam Tindivanam  Villupuram District 604001,CS,COMPUTER SCIENCE AND ENGINEERING,1,1,0,1,1,0,0,4
1014,University College of Engineering  Tindivanam  Melpakkam Tindivanam  Villupuram District 604001,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,1,1,1,0,1,0,5
1014,University College of Engineering  Tindivanam  Melpakkam Tindivanam  Villupuram District 604001,EF,Electrical and Computer Engineering,0,1,0,1,0,0,0,2
1014,University College of Engineering  Tindivanam  Melpakkam Tindivanam  Villupuram District 604001,IT,INFORMATION TECHNOLOGY,2,1,0,0,1,0,0,4
1014,University College of Engineering  Tindivanam  Melpakkam Tindivanam  Villupuram District 604001,XC,CIVIL ENGINEERING (TAMIL MEDIUM),0,1,0,1,0,0,0,2
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,CS,COMPUTER SCIENCE AND ENGINEERING,2,1,0,1,1,0,0,5
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,1,0,1,1,0,0,4
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,1,2,0,1,1,0,0,5
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,ME,MECHANICAL ENGINEERING,0,0,0,1,0,1,0,2
1015,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),1,1,0,0,0,0,0,2
1026,University College of Engineering  Kancheepuram Ponnerikarai Campus  NH4  Chennai-Bangalore Highway Karaipettai Village & Post  Kancheepuram District 631552,CS,COMPUTER SCIENCE AND ENGINEERING,1,1,0,1,1,0,0,4
1026,University College of Engineering  Kancheepuram Ponnerikarai Campus  NH4  Chennai-Bangalore Highway Karaipettai Village & Post  Kancheepuram District 631552,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,2,1,0,1,1,0,0,5
1026,University College of Engineering  Kancheepuram Ponnerikarai Campus  NH4  Chennai-Bangalore Highway Karaipettai Village & Post  Kancheepuram District 631552,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,1,2,0,1,0,0,0,4
1026,University College of Engineering  Kancheepuram Ponnerikarai Campus  NH4  Chennai-Bangalore Highway Karaipettai Village & Post  Kancheepuram District 631552,ME,MECHANICAL ENGINEERING,2,1,0,1,1,0,0,5
1026,University College of Engineering  Kancheepuram Ponnerikarai Campus  NH4  Chennai-Bangalore Highway Karaipettai Village & Post  Kancheepuram District 631552,SC,Computer Science and Engineering (Cyber Security),1,0,1,0,0,0,0,2
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",AD,Artificial Intelligence and Data Science,1,1,0,0,1,0,0,3
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),1,0,0,0,0,0,0,1
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,0,1,0,0,0,0,0,1
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",CS,COMPUTER SCIENCE AND ENGINEERING,0,1,1,1,0,0,0,3
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,0,0,1,0,0,0,2
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,1,0,0,0,0,0,0,1
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",IT,INFORMATION TECHNOLOGY,0,1,0,0,1,0,0,2
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",ME,MECHANICAL ENGINEERING,0,0,0,1,0,0,0,1
1101,"Aalim Muhammed Salegh College of Engineering, Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai- 600055.",SC,Computer Science and Engineering (Cyber Security),1,0,0,1,1,0,0,3
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",AD,Artificial Intelligence and Data Science,0,1,0,1,0,0,0,2
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",CE,CIVIL  ENGINEERING,1,0,0,1,0,0,0,2
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",CS,COMPUTER SCIENCE AND ENGINEERING,0,0,0,0,1,0,0,1
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,1,0,0,0,0,0,2
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,1,0,0,1,0,0,0,2
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",IT,INFORMATION TECHNOLOGY,1,0,0,0,0,0,0,1
1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",ME,MECHANICAL ENGINEERING,0,1,0,0,1,0,0,2
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",AE,AERONAUTICAL ENGINEERING,0,1,0,0,0,1,0,2
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),0,1,0,1,0,0,0,2
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,1,0,0,0,0,0,0,1
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CE,CIVIL  ENGINEERING,0,1,0,0,0,0,0,1
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CO,COMPUTER AND COMMUNICATION ENGINEERING,0,0,0,1,0,0,0,1
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CS,COMPUTER SCIENCE AND ENGINEERING,1,1,1,1,0,0,0,4
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,1,0,0,1,0,0,3
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,1,1,0,1,0,0,0,3
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,1,0,0,0,0,0,0,1
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",IT,INFORMATION TECHNOLOGY,2,2,0,1,1,0,1,7
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",ME,MECHANICAL ENGINEERING,0,1,0,0,1,0,0,2
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",RM,ROBOTICS AND AUTOMATION,1,0,0,1,0,0,0,2
1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TX,TEXTILE TECHNOLOGY,1,0,0,0,1,0,0,2
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",CS,COMPUTER SCIENCE AND ENGINEERING,0,1,0,0,1,0,0,2
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,1,0,0,1,0,0,0,2
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,1,0,0,1,0,0,2
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",FD,FOOD TECHNOLOGY,1,0,0,0,0,0,0,1
1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",ME,MECHANICAL ENGINEERING,1,0,0,1,0,0,0,2
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",AD,Artificial Intelligence and Data Science,2,1,0,2,1,0,0,6
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),1,1,0,1,0,0,0,3
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",BT,BIO TECHNOLOGY,1,1,1,0,1,0,0,4
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,0,0,0,0,1,0,0,1
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",CS,COMPUTER SCIENCE AND ENGINEERING,2,2,0,1,0,1,0,6
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,0,1,0,0,1,0,0,2
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,1,1,0,0,0,0,0,2
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",IT,INFORMATION TECHNOLOGY,0,1,0,1,0,0,0,2
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",ME,MECHANICAL ENGINEERING,1,0,0,1,0,0,0,2
1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",SC,Computer Science and Engineering (Cyber Security),1,0,0,0,1,0,0,2
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai,  Thiruvallur-601206.",AL,Artificial Intelligence and Machine Learning,1,1,1,0,0,0,1,4
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai,  Thiruvallur-601206.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,1,1,0,0,1,0,0,3
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai,  Thiruvallur-601206.",CS,COMPUTER SCIENCE AND ENGINEERING,3,3,0,3,2,0,0,11
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai,  Thiruvallur-601206.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,2,2,0,2,1,0,0,7
1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai,  Thiruvallur-601206.",IT,INFORMATION TECHNOLOGY,2,1,0,1,0,0,0,4
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",AD,Artificial Intelligence and Data Science,2,2,0,1,1,1,0,7
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,1,0,0,0,1,0,0,2
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CD,COMPUTER SCIENCE AND DESIGN,0,1,0,1,0,0,0,2
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CE,CIVIL  ENGINEERING,0,1,0,0,0,0,0,1
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CS,COMPUTER SCIENCE AND ENGINEERING,2,2,0,2,2,0,0,8
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EA,Electronics and Communication (Advanced Communication Technology),1,1,0,0,0,0,0,2
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,3,2,0,2,1,1,0,9
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,0,1,0,1,0,0,0,2
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EV,Electronics Engineering (VLSI Design and Technology),1,1,0,0,1,0,0,3
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",IT,INFORMATION TECHNOLOGY,2,1,1,1,0,0,0,5
1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",ME,MECHANICAL ENGINEERING,1,0,0,0,0,0,0,1
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",AD,Artificial Intelligence and Data Science,2,1,0,1,0,1,0,5
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),1,1,0,0,0,0,0,2
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,0,1,0,1,0,0,0,2
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CE,CIVIL  ENGINEERING,1,0,0,0,0,0,0,1
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CS,COMPUTER SCIENCE AND ENGINEERING,4,3,1,2,2,0,1,13
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,2,2,0,2,1,0,0,7
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,2,2,1,1,1,0,0,7
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EV,Electronics Engineering (VLSI Design and Technology),1,0,0,1,1,0,0,3
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",IT,INFORMATION TECHNOLOGY,2,1,0,1,1,0,0,5
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",ME,MECHANICAL ENGINEERING,0,1,0,1,1,0,0,3
1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",SC,Computer Science and Engineering (Cyber Security),1,1,0,0,0,0,0,2
1115,"SriRam Engineering College, Perumalpattu, Veppampattu R.S., Tiruvallur District, Chennai-602024.",AD,Artificial Intelligence and Data Science,0,1,0,0,1,0,0,2
